CONTAINER_ID,LINE_CODE,CONTAINER_DATE,DATE,DAY,TIME,AM/PM,CONTAINER_TYPE_CODE,CONTAINER_TYPE,CONTAINER_ISO_CODE,CONTAINER_LENGTH,CONTAINER_HEIGHT,CONTAINER_WIDTH,VENTILATION,DANGEROUS_TRANSPORT,DESIGNATION_CODE,DESIGNATION,TIME_24HR
GIPU2070749,GLSCAG,9/27/2024 10:43,9/27/2024,Friday,10:43:00,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service,10:43:00
CBHU3473420,GLSCAG,9/27/2024 10:43,9/27/2024,Friday,10:43:00,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service,10:43:00
FCIU2392826,GLSCAG,9/27/2024 10:43,9/27/2024,Friday,10:43:00,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service,10:43:00
SEKU4588473,COSCO,9/27/2024 8:45,9/27/2024,Friday,8:45:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service,08:45:00
CLHU2840856,GLSCAG,9/27/2024 10:43,9/27/2024,Friday,10:43:00,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service,10:43:00
OSKU2124570,GLSCAG,9/27/2024 10:43,9/27/2024,Friday,10:43:00,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service,10:43:00
TCLU1368124,CMA,9/27/2024 16:29,9/27/2024,Friday,4:29:00,PM,HRF,High Cubed Refrigerated,45R1,40,9'6'',8,Refrigerated and Heated,No,MT,Empty,16:29:00
CGMU6517307,CMA,9/27/2024 16:29,9/27/2024,Friday,4:29:00,PM,HRF,High Cubed Refrigerated,45R1,40,9'6'',8,Refrigerated and Heated,No,MT,Empty,16:29:00
BLJU2128473,UFC,9/27/2024 15:06,9/27/2024,Friday,3:06:00,PM,STD,Standard,2210,20,8'6'',8,Ventilated,No,EXP,Export Service,15:06:00
TIIU2430978,UFC,9/27/2024 9:01,9/27/2024,Friday,9:01:00,AM,STD,Standard,2210,20,8'6'',8,Ventilated,No,EXP,Export Service,09:01:00
CAIU7948308,RCL,9/27/2024 13:45,9/27/2024,Friday,1:45:00,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,13:45:00
TGBU8565760,COSCO,9/27/2024 8:46,9/27/2024,Friday,8:46:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service,08:46:00
TTNU8271157,UFC,9/27/2024 13:28,9/27/2024,Friday,1:28:00,PM,HRF,High Cubed Refrigerated,4532,40,9'6'',8,Refrigerated and Heated,No,MT,Empty,13:28:00
CGMU5355583,CMA,9/27/2024 16:29,9/27/2024,Friday,4:29:00,PM,HRF,High Cubed Refrigerated,45R1,40,9'6'',8,Refrigerated and Heated,No,MT,Empty,16:29:00
TTNU8702510,CMA,9/27/2024 16:29,9/27/2024,Friday,4:29:00,PM,HRF,High Cubed Refrigerated,45R1,40,9'6'',8,Refrigerated and Heated,No,MT,Empty,16:29:00
HLBU2315423,HLL,9/28/2024 19:12,9/28/2024,Saturday,7:12:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,19:12:00
MMAU1264002,MSK,9/28/2024 15:02,9/28/2024,Saturday,3:02:00,PM,HRF,High Cubed Refrigerated,45R8,40,9'6'',8,Thermal,No,MT,Empty,15:02:00
TCLU8139650,HLL,9/28/2024 19:12,9/28/2024,Saturday,7:12:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,19:12:00
FTAU1987938,HLL,9/28/2024 19:12,9/28/2024,Saturday,7:12:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,19:12:00
FFAU2444060,COSCO,9/29/2024 14:06,9/29/2024,Sunday,2:06:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service,14:06:00
SEKU9093570,LMT,9/29/2024 21:52,9/29/2024,Sunday,9:52:00,PM,HRF,High Cubed Refrigerated,4530,40,9'6'',8,Refrigerated,No,EXP,Export Service,21:52:00
SEGU9560324,LMT,9/29/2024 21:52,9/29/2024,Sunday,9:52:00,PM,HRF,High Cubed Refrigerated,4530,40,9'6'',8,Refrigerated,No,EXP,Export Service,21:52:00
TCKU6957006,MSK,9/29/2024 7:57,9/29/2024,Sunday,7:57:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service,07:57:00
TCKU2395554,MSK,9/29/2024 7:57,9/29/2024,Sunday,7:57:00,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,07:57:00
MRKU7713136,MSK,9/29/2024 7:57,9/29/2024,Sunday,7:57:00,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,07:57:00
SEGU9559750,LMT,9/29/2024 21:52,9/29/2024,Sunday,9:52:00,PM,HRF,High Cubed Refrigerated,4530,40,9'6'',8,Refrigerated,No,EXP,Export Service,21:52:00
CLHU8879602,HLL,9/30/2024 15:07,9/30/2024,Monday,3:07:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,15:07:00
CGMU6557167,CMA,9/30/2024 11:07,9/30/2024,Monday,11:07:00,AM,HRF,High Cubed Refrigerated,45R4,40,9'6'',8,Thermal,No,MT,Empty,11:07:00
TGBU2530962,KMTC,9/30/2024 8:37,9/30/2024,Monday,8:37:00,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,08:37:00
HLXU8509819,HLL,9/30/2024 15:07,9/30/2024,Monday,3:07:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,15:07:00
CGMU7001763,CMA,9/30/2024 11:07,9/30/2024,Monday,11:07:00,AM,HRF,High Cubed Refrigerated,45R5,40,9'6'',8,Thermal,No,MT,Empty,11:07:00
WHLU5634293,WHD,9/30/2024 15:46,9/30/2024,Monday,3:46:00,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,15:46:00
HASU4971124,MSK,9/30/2024 10:50,9/30/2024,Monday,10:50:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service,10:50:00
DRYU9357584,CMA,9/30/2024 18:06,9/30/2024,Monday,6:06:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service,18:06:00
CGMU5405339,CMA,9/30/2024 17:16,9/30/2024,Monday,5:16:00,PM,HRF,High Cubed Refrigerated,45R1,40,9'6'',8,Refrigerated and Heated,No,MT,Empty,17:16:00
TEMU0491888,KMTC,9/30/2024 8:37,9/30/2024,Monday,8:37:00,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,08:37:00
TEMU9169126,IGML,9/30/2024 10:54,9/30/2024,Monday,10:54:00,AM,HRF,High Cubed Refrigerated,4530,40,9'6'',8,Refrigerated,No,EXP,Export Service,10:54:00
CGMU5320648,CMA,9/30/2024 10:58,9/30/2024,Monday,10:58:00,AM,HRF,High Cubed Refrigerated,45R1,40,9'6'',8,Refrigerated and Heated,No,MT,Empty,10:58:00
DFSU7535245,ESL,9/30/2024 23:28,9/30/2024,Monday,11:28:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,23:28:00
OOLU1421824,OOCL,9/30/2024 13:17,9/30/2024,Monday,1:17:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,13:17:00
TIIU4472484,TSLINE,9/30/2024 14:34,9/30/2024,Monday,2:34:00,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,14:34:00
TCLU8467474,CMA,9/30/2024 10:58,9/30/2024,Monday,10:58:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service,10:58:00
AMCU9401408,CMA,9/30/2024 11:07,9/30/2024,Monday,11:07:00,AM,HRF,High Cubed Refrigerated,45R4,40,9'6'',8,Thermal,No,MT,Empty,11:07:00
FTAU1063826,KMTC,9/30/2024 16:27,9/30/2024,Monday,4:27:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,16:27:00
BEAU2845215,KMTC,9/30/2024 8:37,9/30/2024,Monday,8:37:00,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,08:37:00
CGMU9338840,CMA,9/30/2024 17:16,9/30/2024,Monday,5:16:00,PM,HRF,High Cubed Refrigerated,45R1,40,9'6'',8,Refrigerated and Heated,No,MT,Empty,17:16:00
BMOU5877416,HLL,9/30/2024 15:08,9/30/2024,Monday,3:08:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,15:08:00
UETU2734480,HLL,9/30/2024 15:07,9/30/2024,Monday,3:07:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,15:07:00
WHSU5746792,WHD,9/30/2024 15:46,9/30/2024,Monday,3:46:00,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,15:46:00
TCNU3612290,HLL,9/30/2024 15:07,9/30/2024,Monday,3:07:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,15:07:00
BEAU2653064,KMTC,9/30/2024 8:37,9/30/2024,Monday,8:37:00,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,08:37:00
TCLU5586280,HLL,9/30/2024 15:07,9/30/2024,Monday,3:07:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,15:07:00
TRIU8781520,CMA,9/30/2024 10:58,9/30/2024,Monday,10:58:00,AM,HRF,High Cubed Refrigerated,45R1,40,9'6'',8,Refrigerated and Heated,No,MT,Empty,10:58:00
FANU1425310,HLL,9/30/2024 15:07,9/30/2024,Monday,3:07:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,15:07:00
CAIU9265511,RCL,9/30/2024 13:47,9/30/2024,Monday,1:47:00,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,13:47:00
TRIU8967411,CMA,9/30/2024 17:16,9/30/2024,Monday,5:16:00,PM,HRF,High Cubed Refrigerated,45R1,40,9'6'',8,Refrigerated and Heated,No,MT,Empty,17:16:00
OOLU0712276,OOCL,9/30/2024 13:16,9/30/2024,Monday,1:16:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,13:16:00
CAXU9144297,HLL,9/30/2024 15:07,9/30/2024,Monday,3:07:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,15:07:00
MXCU0026091,MXL,9/30/2024 8:37,9/30/2024,Monday,8:37:00,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service,08:37:00
TEMU3524250,KMTC,9/30/2024 8:37,9/30/2024,Monday,8:37:00,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,08:37:00
CAIU6633775,KMTC,9/30/2024 16:26,9/30/2024,Monday,4:26:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,16:26:00
TXGU5419019,CUL,9/30/2024 14:45,9/30/2024,Monday,2:45:00,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,14:45:00
TCLU8328165,HLL,9/30/2024 15:07,9/30/2024,Monday,3:07:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,15:07:00
TCNU4335604,HLL,9/30/2024 15:07,9/30/2024,Monday,3:07:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,15:07:00
ESDU4006713,ESL,10/1/2024 9:37,10/1/2024,Tuesday,9:37:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,09:37:00
ESDU6028007,ESL,10/1/2024 11:27,10/1/2024,Tuesday,11:27:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service,11:27:00
TCNU5103624,CMA,10/1/2024 15:11,10/1/2024,Tuesday,3:11:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,15:11:00
GLDU7733211,MSL,10/1/2024 15:52,10/1/2024,Tuesday,3:52:00,PM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty,15:52:00
CAAU8036251,TSLINE,10/1/2024 11:33,10/1/2024,Tuesday,11:33:00,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,11:33:00
TEMU7508447,RCL,10/1/2024 16:09,10/1/2024,Tuesday,4:09:00,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,16:09:00
CAIU8709946,RCL,10/1/2024 16:09,10/1/2024,Tuesday,4:09:00,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,16:09:00
TEMU7771725,TSLINE,10/1/2024 11:39,10/1/2024,Tuesday,11:39:00,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,11:39:00
WHLU5589548,WHD,10/1/2024 8:58,10/1/2024,Tuesday,8:58:00,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,EXP,Export Service,08:58:00
CGMU5252184,CMA,10/1/2024 15:11,10/1/2024,Tuesday,3:11:00,PM,HRF,High Cubed Refrigerated,45R1,40,9'6'',8,Refrigerated and Heated,No,MT,Empty,15:11:00
ESDU4292983,ESL,10/1/2024 9:38,10/1/2024,Tuesday,9:38:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service,09:38:00
TGHU9395110,ESL,10/1/2024 11:27,10/1/2024,Tuesday,11:27:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service,11:27:00
TSSU2301651,TSLINE,10/1/2024 11:33,10/1/2024,Tuesday,11:33:00,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty,11:33:00
SEKU9105433,RCL,10/1/2024 16:09,10/1/2024,Tuesday,4:09:00,PM,HRF,High Cubed Refrigerated,4530,40,9'6'',8,Refrigerated,No,MT,Empty,16:09:00
APHU7331901,CMA,10/1/2024 15:11,10/1/2024,Tuesday,3:11:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,15:11:00
TCNU5217442,CMA,10/1/2024 15:11,10/1/2024,Tuesday,3:11:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,15:11:00
TLLU3505733,TSLINE,10/1/2024 11:33,10/1/2024,Tuesday,11:33:00,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty,11:33:00
MSCU5294630,MSL,10/1/2024 15:52,10/1/2024,Tuesday,3:52:00,PM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty,15:52:00
FFAU4015450,RCL,10/1/2024 16:09,10/1/2024,Tuesday,4:09:00,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,16:09:00
TEMU6438366,CMA,10/1/2024 15:11,10/1/2024,Tuesday,3:11:00,PM,HC,High Cubed,45G0,40,9'6'',8,No Ventilation,No,MT,Empty,15:11:00
FFAU1625839,TSLINE,10/1/2024 11:33,10/1/2024,Tuesday,11:33:00,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,11:33:00
REGU5104114,RCL,10/1/2024 16:09,10/1/2024,Tuesday,4:09:00,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,16:09:00
TXGU5414085,RCL,10/1/2024 16:09,10/1/2024,Tuesday,4:09:00,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,16:09:00
TXGU7331210,RCL,10/1/2024 16:09,10/1/2024,Tuesday,4:09:00,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,16:09:00
TSTU8502750,TSLINE,10/1/2024 11:33,10/1/2024,Tuesday,11:33:00,AM,HRF,High Cubed Refrigerated,4530,40,9'6'',8,Refrigerated,No,MT,Empty,11:33:00
CGMU5310803,CMA,10/1/2024 15:11,10/1/2024,Tuesday,3:11:00,PM,HRF,High Cubed Refrigerated,45R1,40,9'6'',8,Refrigerated and Heated,No,MT,Empty,15:11:00
TSSU2319769,TSLINE,10/1/2024 11:33,10/1/2024,Tuesday,11:33:00,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty,11:33:00
TSTU8502549,TSLINE,10/1/2024 11:33,10/1/2024,Tuesday,11:33:00,AM,HRF,High Cubed Refrigerated,4530,40,9'6'',8,Refrigerated,No,MT,Empty,11:33:00
CAAU5609540,MSL,10/1/2024 15:52,10/1/2024,Tuesday,3:52:00,PM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty,15:52:00
GAOU2043614,TSLINE,10/1/2024 11:33,10/1/2024,Tuesday,11:33:00,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty,11:33:00
DFSU3141705,TSLINE,10/1/2024 11:39,10/1/2024,Tuesday,11:39:00,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty,11:39:00
TRHU8724824,TSLINE,10/1/2024 11:33,10/1/2024,Tuesday,11:33:00,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,11:33:00
UACU5744893,HLL,10/1/2024 10:28,10/1/2024,Tuesday,10:28:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:28:00
HLXU8016788,HLL,10/1/2024 10:28,10/1/2024,Tuesday,10:28:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:28:00
UACU5916550,HLL,10/1/2024 10:28,10/1/2024,Tuesday,10:28:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:28:00
FCIU7620805,HLL,10/1/2024 10:28,10/1/2024,Tuesday,10:28:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:28:00
HLXU8295018,HLL,10/1/2024 10:28,10/1/2024,Tuesday,10:28:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:28:00
CAAU5448419,HLL,10/1/2024 10:28,10/1/2024,Tuesday,10:28:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:28:00
CAIU9765184,HLL,10/1/2024 10:28,10/1/2024,Tuesday,10:28:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:28:00
SLSU8039442,HLL,10/1/2024 10:28,10/1/2024,Tuesday,10:28:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:28:00
BEAU4710970,HLL,10/1/2024 10:28,10/1/2024,Tuesday,10:28:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:28:00
UACU5456876,HLL,10/1/2024 10:28,10/1/2024,Tuesday,10:28:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:28:00
HLXU8125243,HLL,10/1/2024 10:28,10/1/2024,Tuesday,10:28:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:28:00
UETU6637641,HLL,10/1/2024 10:28,10/1/2024,Tuesday,10:28:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:28:00
GCXU5836402,CMA,10/1/2024 15:11,10/1/2024,Tuesday,3:11:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,15:11:00
FANU1641303,HLL,10/1/2024 10:28,10/1/2024,Tuesday,10:28:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:28:00
HLXU8205565,HLL,10/1/2024 10:28,10/1/2024,Tuesday,10:28:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:28:00
TLLU5941910,HLL,10/1/2024 10:28,10/1/2024,Tuesday,10:28:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:28:00
HLBU1091458,HLL,10/1/2024 10:28,10/1/2024,Tuesday,10:28:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:28:00
HLBU2109715,HLL,10/1/2024 10:28,10/1/2024,Tuesday,10:28:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:28:00
FANU1060232,HLL,10/1/2024 10:28,10/1/2024,Tuesday,10:28:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:28:00
HLBU3446752,HLL,10/1/2024 10:28,10/1/2024,Tuesday,10:28:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:28:00
TXGU7349707,HLL,10/1/2024 10:28,10/1/2024,Tuesday,10:28:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:28:00
HAMU1430905,HLL,10/1/2024 10:28,10/1/2024,Tuesday,10:28:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:28:00
BEAU4588749,HLL,10/1/2024 10:28,10/1/2024,Tuesday,10:28:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:28:00
FANU1992648,HLL,10/1/2024 10:28,10/1/2024,Tuesday,10:28:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:28:00
HLXU8093784,HLL,10/1/2024 10:28,10/1/2024,Tuesday,10:28:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:28:00
FANU1267404,HLL,10/1/2024 10:28,10/1/2024,Tuesday,10:28:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:28:00
MSMU5104874,MSL,10/1/2024 15:52,10/1/2024,Tuesday,3:52:00,PM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,EXP,Export Service,15:52:00
CAAU2012308,TSLINE,10/1/2024 11:33,10/1/2024,Tuesday,11:33:00,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty,11:33:00
WHSU5400454,WHD,10/1/2024 8:58,10/1/2024,Tuesday,8:58:00,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,EXP,Export Service,08:58:00
SEGU5345581,CMA,10/1/2024 15:11,10/1/2024,Tuesday,3:11:00,PM,HC,High Cubed,45G0,40,9'6'',8,No Ventilation,No,MT,Empty,15:11:00
TSTU8503416,TSLINE,10/1/2024 11:33,10/1/2024,Tuesday,11:33:00,AM,HRF,High Cubed Refrigerated,4530,40,9'6'',8,Refrigerated,No,MT,Empty,11:33:00
GAOU2483104,TSLINE,10/1/2024 11:33,10/1/2024,Tuesday,11:33:00,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty,11:33:00
GAOU2483439,TSLINE,10/1/2024 11:33,10/1/2024,Tuesday,11:33:00,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty,11:33:00
TXGU6880339,TSLINE,10/1/2024 11:33,10/1/2024,Tuesday,11:33:00,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,11:33:00
MEDU8735885,MSL,10/1/2024 15:52,10/1/2024,Tuesday,3:52:00,PM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty,15:52:00
GAOU2483130,TSLINE,10/1/2024 11:33,10/1/2024,Tuesday,11:33:00,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty,11:33:00
MSMU8325499,MSL,10/2/2024 15:51,10/2/2024,Wednesday,3:51:00,PM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty,15:51:00
MSDU8581874,MSL,10/2/2024 15:51,10/2/2024,Wednesday,3:51:00,PM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty,15:51:00
UETU6306601,CMA,10/2/2024 10:23,10/2/2024,Wednesday,10:23:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:23:00
CXDU1155456,DSL,10/2/2024 11:54,10/2/2024,Wednesday,11:54:00,AM,HC,High Cubed,45G0,40,9'6'',8,No Ventilation,No,EXP,Export Service,11:54:00
FFAU2072070,MSL,10/2/2024 15:51,10/2/2024,Wednesday,3:51:00,PM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty,15:51:00
MSMU6295878,MSL,10/2/2024 15:50,10/2/2024,Wednesday,3:50:00,PM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty,15:50:00
TCNU3551384,MSL,10/2/2024 15:51,10/2/2024,Wednesday,3:51:00,PM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty,15:51:00
FBIU5117657,WHD,10/2/2024 16:56,10/2/2024,Wednesday,4:56:00,PM,HRF,High Cubed Refrigerated,4532,40,9'6'',8,Refrigerated and Heated,No,MT,Empty,16:56:00
GAOU6661499,IACCE,10/2/2024 10:44,10/2/2024,Wednesday,10:44:00,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,EXP,Export Service,10:44:00
WHSU5001198,WHD,10/2/2024 16:56,10/2/2024,Wednesday,4:56:00,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,16:56:00
TCKU1878706,UFC,10/2/2024 12:20,10/2/2024,Wednesday,12:20:00,PM,STD,Standard,2210,20,8'6'',8,Ventilated,No,EXP,Export Service,12:20:00
TEMU9217203,UFC,10/2/2024 12:19,10/2/2024,Wednesday,12:19:00,PM,HRF,High Cubed Refrigerated,4532,40,9'6'',8,Refrigerated and Heated,No,MT,Empty,12:19:00
TTNU8076504,UFC,10/2/2024 12:20,10/2/2024,Wednesday,12:20:00,PM,HRF,High Cubed Refrigerated,4532,40,9'6'',8,Refrigerated and Heated,No,MT,Empty,12:20:00
CAIU6958868,KMTC,10/2/2024 13:33,10/2/2024,Wednesday,1:33:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,13:33:00
MSBU3037156,MSL,10/2/2024 15:51,10/2/2024,Wednesday,3:51:00,PM,STD,Standard,2210,20,8'6'',8,Ventilated,No,EXP,Export Service,15:51:00
CAIU4458190,HMM,10/2/2024 15:16,10/2/2024,Wednesday,3:16:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service,15:16:00
GESU5279607,MSL,10/2/2024 15:51,10/2/2024,Wednesday,3:51:00,PM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty,15:51:00
TRHU7240147,CMA,10/2/2024 10:23,10/2/2024,Wednesday,10:23:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:23:00
MEDU8765386,MSL,10/2/2024 15:50,10/2/2024,Wednesday,3:50:00,PM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty,15:50:00
ONEU5666824,ONE,10/2/2024 19:40,10/2/2024,Wednesday,7:40:00,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,19:40:00
CGMU5542732,CMA,10/2/2024 17:14,10/2/2024,Wednesday,5:14:00,PM,HRF,High Cubed Refrigerated,45R4,40,9'6'',8,Thermal,No,MT,Empty,17:14:00
FBIU5324994,WHD,10/2/2024 16:57,10/2/2024,Wednesday,4:57:00,PM,HRF,High Cubed Refrigerated,4532,40,9'6'',8,Refrigerated and Heated,No,MT,Empty,16:57:00
