CONTAINER_ID,LINE_CODE,CONTAINER_DATE,DATE,DAY,TIME,AM/PM,CONTAINER_TYPE_CODE,CONTAINER_TYPE,CONTAINER_ISO_CODE,CONTAINER_LENGTH,CONTAINER_HEIGHT,CONTAINER_WIDTH,VENTILATION,DANGEROUS_TRANSPORT,DESIGNATION_CODE,DESIGNATION,TIME_24HR
EGHU3262080,EVG,10/2/2024 14:46,10/2/2024,Wednesday,2:46:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service,14:46:00
MEDU4499781,MSL,10/2/2024 15:51,10/2/2024,Wednesday,3:51:00,PM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty,15:51:00
FTAU1053108,KMTC,10/2/2024 13:33,10/2/2024,Wednesday,1:33:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,13:33:00
SZLU9910684,WHD,10/2/2024 16:57,10/2/2024,Wednesday,4:57:00,PM,HRF,High Cubed Refrigerated,4532,40,9'6'',8,Refrigerated and Heated,No,MT,Empty,16:57:00
UESU2385620,OTSL,10/2/2024 11:54,10/2/2024,Wednesday,11:54:00,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,11:54:00
BURU6651120,VOLT,10/2/2024 11:24,10/2/2024,Wednesday,11:24:00,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,11:24:00
CIPU5100144,EVG,10/2/2024 14:46,10/2/2024,Wednesday,2:46:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,14:46:00
TGBU7156290,EVG,10/2/2024 14:46,10/2/2024,Wednesday,2:46:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,14:46:00
GLDU5597245,EWS,10/2/2024 10:51,10/2/2024,Wednesday,10:51:00,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty,10:51:00
FTAU1098036,KMTC,10/2/2024 13:33,10/2/2024,Wednesday,1:33:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,13:33:00
SEKU6607546,VOLT,10/2/2024 11:25,10/2/2024,Wednesday,11:25:00,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,11:25:00
MEDU9388034,MSL,10/2/2024 15:50,10/2/2024,Wednesday,3:50:00,PM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty,15:50:00
MSMU6442813,MSL,10/2/2024 15:50,10/2/2024,Wednesday,3:50:00,PM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty,15:50:00
WHSU5403957,WHD,10/2/2024 16:56,10/2/2024,Wednesday,4:56:00,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,16:56:00
TCLU5726571,MSL,10/2/2024 15:51,10/2/2024,Wednesday,3:51:00,PM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty,15:51:00
EITU0069607,EVG,10/2/2024 14:46,10/2/2024,Wednesday,2:46:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service,14:46:00
EGHU3786196,EVG,10/2/2024 14:46,10/2/2024,Wednesday,2:46:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service,14:46:00
TGHU8295348,CAGS,10/2/2024 16:57,10/2/2024,Wednesday,4:57:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service,16:57:00
CGMU5560084,CMA,10/2/2024 17:14,10/2/2024,Wednesday,5:14:00,PM,HRF,High Cubed Refrigerated,45R1,40,9'6'',8,Refrigerated and Heated,No,MT,Empty,17:14:00
TEMU0437064,KMTC,10/2/2024 13:33,10/2/2024,Wednesday,1:33:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,13:33:00
PMLU8900960,UFC,10/2/2024 12:20,10/2/2024,Wednesday,12:20:00,PM,HRF,High Cubed Refrigerated,4532,40,9'6'',8,Refrigerated and Heated,No,MT,Empty,12:20:00
FFAU1246780,MSL,10/2/2024 15:51,10/2/2024,Wednesday,3:51:00,PM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty,15:51:00
CMAU4422605,CMA,10/2/2024 10:23,10/2/2024,Wednesday,10:23:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:23:00
TEMU9228403,UFC,10/2/2024 12:19,10/2/2024,Wednesday,12:19:00,PM,HRF,High Cubed Refrigerated,4532,40,9'6'',8,Refrigerated and Heated,No,MT,Empty,12:19:00
TEMU6857573,CMA,10/2/2024 10:23,10/2/2024,Wednesday,10:23:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:23:00
TGCU5412078,CMA,10/3/2024 12:00,10/3/2024,Thursday,12:00:00,PM,HC,High Cubed,45G0,40,9'6'',8,No Ventilation,No,MT,Empty,12:00:00
CRSU9276969,CMA,10/3/2024 11:36,10/3/2024,Thursday,11:36:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,11:36:00
CMAU5999839,CMA,10/3/2024 18:25,10/3/2024,Thursday,6:25:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,18:25:00
OTPU6186378,OOCL,10/3/2024 15:28,10/3/2024,Thursday,3:28:00,PM,HRF,High Cubed Refrigerated,45R1,40,9'6'',8,Refrigerated and Heated,No,MT,Empty,15:28:00
UETU5553398,CMA,10/3/2024 18:25,10/3/2024,Thursday,6:25:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,18:25:00
SEKU5709883,CMA,10/3/2024 18:25,10/3/2024,Thursday,6:25:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,18:25:00
OTPU6120257,OOCL,10/3/2024 15:28,10/3/2024,Thursday,3:28:00,PM,HRF,High Cubed Refrigerated,45R1,40,9'6'',8,Refrigerated and Heated,No,MT,Empty,15:28:00
CIPU5297650,CMA,10/3/2024 15:27,10/3/2024,Thursday,3:27:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,15:27:00
DRYU4520831,CMA,10/3/2024 15:26,10/3/2024,Thursday,3:26:00,PM,HC,High Cubed,L5G1,45,9'6'',8,No Ventilation,No,MT,Empty,15:26:00
TCNU8191737,CMA,10/3/2024 15:27,10/3/2024,Thursday,3:27:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service,15:27:00
FFAU1626753,TSLINE,10/3/2024 10:35,10/3/2024,Thursday,10:35:00,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,10:35:00
CMAU9682375,CMA,10/3/2024 0:34,10/3/2024,Thursday,12:34:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service,00:34:00
OTPU6462769,UFC,10/3/2024 12:46,10/3/2024,Thursday,12:46:00,PM,HRF,High Cubed Refrigerated,4532,40,9'6'',8,Refrigerated and Heated,No,MT,Empty,12:46:00
UETU2638275,CMA,10/3/2024 0:35,10/3/2024,Thursday,12:35:00,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service,00:35:00
BSIU9750390,TSLINE,10/3/2024 10:35,10/3/2024,Thursday,10:35:00,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,10:35:00
GAOU2047224,TSLINE,10/3/2024 10:35,10/3/2024,Thursday,10:35:00,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty,10:35:00
GESU6077977,CMA,10/3/2024 15:27,10/3/2024,Thursday,3:27:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,15:27:00
UETU6519119,CMA,10/3/2024 15:27,10/3/2024,Thursday,3:27:00,PM,HC,High Cubed,45G0,40,9'6'',8,No Ventilation,No,MT,Empty,15:27:00
CAAU6182663,CMA,10/3/2024 15:27,10/3/2024,Thursday,3:27:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,15:27:00
CMAU7969561,CMA,10/3/2024 15:26,10/3/2024,Thursday,3:26:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,15:26:00
GAOU6959884,TSLINE,10/3/2024 10:35,10/3/2024,Thursday,10:35:00,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,10:35:00
BSIU9827194,TSLINE,10/3/2024 10:35,10/3/2024,Thursday,10:35:00,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,10:35:00
APHU7087396,CMA,10/3/2024 11:36,10/3/2024,Thursday,11:36:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,11:36:00
CGMU9368573,CMA,10/3/2024 15:27,10/3/2024,Thursday,3:27:00,PM,HRF,High Cubed Refrigerated,45R1,40,9'6'',8,Refrigerated and Heated,No,MT,Empty,15:27:00
MSMU8570114,MSL,10/4/2024 11:06,10/4/2024,Friday,11:06:00,AM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty,11:06:00
CICU9659989,CUL,10/4/2024 17:53,10/4/2024,Friday,5:53:00,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,17:53:00
CAIU4550542,RCL,10/4/2024 16:28,10/4/2024,Friday,4:28:00,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,16:28:00
HLBU3489224,HLL,10/4/2024 8:51,10/4/2024,Friday,8:51:00,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,08:51:00
TCLU2344092,HLL,10/4/2024 8:51,10/4/2024,Friday,8:51:00,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,08:51:00
EITU3095512,EVG,10/4/2024 17:32,10/4/2024,Friday,5:32:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service,17:32:00
TCNU4949768,RCL,10/4/2024 16:28,10/4/2024,Friday,4:28:00,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,16:28:00
SEKU5819772,CMA,10/4/2024 20:03,10/4/2024,Friday,8:03:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,20:03:00
FSCU8576917,CMA,10/4/2024 20:03,10/4/2024,Friday,8:03:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,20:03:00
MEDU7873350,MSL,10/4/2024 11:06,10/4/2024,Friday,11:06:00,AM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty,11:06:00
CMAU4790058,CMA,10/4/2024 20:04,10/4/2024,Friday,8:04:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,20:04:00
REGU5103611,RCL,10/4/2024 16:28,10/4/2024,Friday,4:28:00,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,16:28:00
MSBU5146726,MSL,10/4/2024 11:06,10/4/2024,Friday,11:06:00,AM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty,11:06:00
CMAU4442345,CMA,10/4/2024 20:03,10/4/2024,Friday,8:03:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,20:03:00
FTAU1661140,CUL,10/4/2024 17:53,10/4/2024,Friday,5:53:00,PM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty,17:53:00
REGU5095645,RCL,10/4/2024 16:28,10/4/2024,Friday,4:28:00,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,16:28:00
SEGU1819126,CUL,10/4/2024 17:53,10/4/2024,Friday,5:53:00,PM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty,17:53:00
SEGU1275763,CUL,10/4/2024 17:53,10/4/2024,Friday,5:53:00,PM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty,17:53:00
CAAU2144726,CUL,10/4/2024 17:53,10/4/2024,Friday,5:53:00,PM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty,17:53:00
TCLU5155488,HLL,10/4/2024 8:50,10/4/2024,Friday,8:50:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,08:50:00
TTNU1007498,MSL,10/4/2024 11:06,10/4/2024,Friday,11:06:00,AM,STD,Standard,2210,20,8'6'',8,Ventilated,No,EXP,Export Service,11:06:00
FTAU1667066,CUL,10/4/2024 17:53,10/4/2024,Friday,5:53:00,PM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty,17:53:00
TXGU6946204,MSL,10/4/2024 12:09,10/4/2024,Friday,12:09:00,PM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty,12:09:00
SEGU6914764,CUL,10/4/2024 17:53,10/4/2024,Friday,5:53:00,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,17:53:00
FFAU4607309,CUL,10/4/2024 17:53,10/4/2024,Friday,5:53:00,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,17:53:00
WHLU2751594,ASLSHP,10/4/2024 17:28,10/4/2024,Friday,5:28:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service,17:28:00
GESU6181600,CMA,10/4/2024 19:03,10/4/2024,Friday,7:03:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,19:03:00
SEGU6515872,KMTC,10/4/2024 17:46,10/4/2024,Friday,5:46:00,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,17:46:00
SEGU3379474,KMTC,10/4/2024 17:46,10/4/2024,Friday,5:46:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,17:46:00
FSCU6822631,ASN,10/4/2024 9:20,10/4/2024,Friday,9:20:00,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,EXP,Export Service,09:20:00
CAAU7479044,MSL,10/4/2024 11:06,10/4/2024,Friday,11:06:00,AM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty,11:06:00
TIIU4080879,CUL,10/4/2024 17:53,10/4/2024,Friday,5:53:00,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,17:53:00
ESDU2213136,ESL,10/4/2024 14:45,10/4/2024,Friday,2:45:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service,14:45:00
ESDU2213141,ESL,10/4/2024 14:45,10/4/2024,Friday,2:45:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service,14:45:00
TEMU5345063,HLL,10/4/2024 8:51,10/4/2024,Friday,8:51:00,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,08:51:00
TCLU3597829,HLL,10/4/2024 8:51,10/4/2024,Friday,8:51:00,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,08:51:00
REGU5105830,RCL,10/4/2024 16:28,10/4/2024,Friday,4:28:00,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,16:28:00
UACU5316690,HLL,10/4/2024 8:50,10/4/2024,Friday,8:50:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,08:50:00
TCNU3101788,CMA,10/4/2024 20:04,10/4/2024,Friday,8:04:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,20:04:00
CMAU5811598,CMA,10/4/2024 20:03,10/4/2024,Friday,8:03:00,PM,HC,High Cubed,45G0,40,9'6'',8,No Ventilation,No,EXP,Export Service,20:03:00
FCIU9102174,HLL,10/4/2024 8:50,10/4/2024,Friday,8:50:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,08:50:00
SEKU6486824,CUL,10/4/2024 17:53,10/4/2024,Friday,5:53:00,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,17:53:00
SEKU9106213,RCL,10/4/2024 16:28,10/4/2024,Friday,4:28:00,PM,HRF,High Cubed Refrigerated,4530,40,9'6'',8,Refrigerated,No,MT,Empty,16:28:00
MSCU5389247,MSL,10/4/2024 11:07,10/4/2024,Friday,11:07:00,AM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty,11:07:00
SEKU9223333,RCL,10/4/2024 16:28,10/4/2024,Friday,4:28:00,PM,HRF,High Cubed Refrigerated,4530,40,9'6'',8,Refrigerated,No,MT,Empty,16:28:00
CMAU6499139,CMA,10/4/2024 20:04,10/4/2024,Friday,8:04:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,20:04:00
FTAU1035130,KMTC,10/4/2024 17:46,10/4/2024,Friday,5:46:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,17:46:00
CULU6331954,CUL,10/4/2024 17:53,10/4/2024,Friday,5:53:00,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,17:53:00
TEMU6665987,CUL,10/4/2024 17:53,10/4/2024,Friday,5:53:00,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,17:53:00
TEMU8380026,ESL,10/4/2024 14:45,10/4/2024,Friday,2:45:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,T/S,Transhipment,14:45:00
ESDU4000356,ESL,10/4/2024 14:45,10/4/2024,Friday,2:45:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,T/S,Transhipment,14:45:00
CRSU1536951,UFC,10/4/2024 23:39,10/4/2024,Friday,11:39:00,PM,STD,Standard,2210,20,8'6'',8,Ventilated,No,MT,Empty,23:39:00
ESDU7006297,ESL,10/4/2024 14:45,10/4/2024,Friday,2:45:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,T/S,Transhipment,14:45:00
FCIU8909618,ESL,10/4/2024 14:45,10/4/2024,Friday,2:45:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,T/S,Transhipment,14:45:00
SIKU3073892,SMR,10/4/2024 14:21,10/4/2024,Friday,2:21:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,14:21:00
ESDU7018934,ESL,10/4/2024 14:45,10/4/2024,Friday,2:45:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,T/S,Transhipment,14:45:00
DRYU9942784,ESL,10/4/2024 14:45,10/4/2024,Friday,2:45:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,T/S,Transhipment,14:45:00
TRHU7873510,CMA,10/4/2024 12:54,10/4/2024,Friday,12:54:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,T/S,Transhipment,12:54:00
RFCU2202074,ESL,10/4/2024 14:45,10/4/2024,Friday,2:45:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,T/S,Transhipment,14:45:00
FSCU8120090,ESL,10/4/2024 14:45,10/4/2024,Friday,2:45:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,T/S,Transhipment,14:45:00
DFSU6582324,ESL,10/4/2024 14:45,10/4/2024,Friday,2:45:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,T/S,Transhipment,14:45:00
TCLU8022827,ESL,10/4/2024 14:45,10/4/2024,Friday,2:45:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,T/S,Transhipment,14:45:00
CULU1932377,CUL,10/4/2024 17:53,10/4/2024,Friday,5:53:00,PM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty,17:53:00
CAIU2887391,HLL,10/4/2024 8:51,10/4/2024,Friday,8:51:00,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,08:51:00
GAOU6814005,CMA,10/4/2024 20:03,10/4/2024,Friday,8:03:00,PM,HC,High Cubed,45G0,40,9'6'',8,No Ventilation,No,MT,Empty,20:03:00
TLLU3177655,CUL,10/4/2024 17:53,10/4/2024,Friday,5:53:00,PM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty,17:53:00
HLXU3488360,HLL,10/4/2024 8:50,10/4/2024,Friday,8:50:00,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,08:50:00
GLDU9410780,NEPCO,10/4/2024 23:39,10/4/2024,Friday,11:39:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service,23:39:00
MSNU3295250,MSL,10/4/2024 11:06,10/4/2024,Friday,11:06:00,AM,STD,Standard,2210,20,8'6'',8,Ventilated,No,EXP,Export Service,11:06:00
HLXU1014356,HLL,10/4/2024 8:50,10/4/2024,Friday,8:50:00,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty,08:50:00
CAAU2149667,CUL,10/4/2024 17:53,10/4/2024,Friday,5:53:00,PM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty,17:53:00
CMAU6362510,CMA,10/4/2024 20:03,10/4/2024,Friday,8:03:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,20:03:00
CBHU5862490,LANCER,10/5/2024 13:26,10/5/2024,Saturday,1:26:00,PM,STD,Standard,2210,20,8'6'',8,Ventilated,No,EXP,Export Service,13:26:00
OCGU8096931,DSL,10/5/2024 12:21,10/5/2024,Saturday,12:21:00,PM,HC,High Cubed,45G0,40,9'6'',8,No Ventilation,No,EXP,Export Service,12:21:00
DOLU4008161,DSL,10/5/2024 13:55,10/5/2024,Saturday,1:55:00,PM,HC,High Cubed,45G0,40,9'6'',8,No Ventilation,No,EXP,Export Service,13:55:00
CRTU7001210,MXL,10/5/2024 13:11,10/5/2024,Saturday,1:11:00,PM,OT,Open Top,22U1,20,8'6'',8,Ventilated,No,MT,Empty,13:11:00
CRXU7206049,MXL,10/5/2024 13:11,10/5/2024,Saturday,1:11:00,PM,OT,Open Top,22U1,20,8'6'',8,Ventilated,No,MT,Empty,13:11:00
UACU5852413,HLL,10/5/2024 10:45,10/5/2024,Saturday,10:45:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,10:45:00
SEKU4520473,CMA,10/5/2024 5:32,10/5/2024,Saturday,5:32:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,05:32:00
GESU1098684,CMA,10/5/2024 5:51,10/5/2024,Saturday,5:51:00,AM,STD,Standard,22G0,20,8'6'',8,No Ventilation,No,MT,Empty,05:51:00
TCLU3170668,CMA,10/5/2024 5:51,10/5/2024,Saturday,5:51:00,AM,STD,Standard,22G0,20,8'6'',8,No Ventilation,No,MT,Empty,05:51:00
DRYU2647848,CMA,10/5/2024 5:51,10/5/2024,Saturday,5:51:00,AM,STD,Standard,22G0,20,8'6'',8,No Ventilation,No,MT,Empty,05:51:00
GESU1269895,CMA,10/5/2024 5:51,10/5/2024,Saturday,5:51:00,AM,STD,Standard,22G0,20,8'6'',8,No Ventilation,No,MT,Empty,05:51:00
SEGU1622029,CMA,10/5/2024 5:51,10/5/2024,Saturday,5:51:00,AM,STD,Standard,22G0,20,8'6'',8,No Ventilation,No,MT,Empty,05:51:00
TEMU1010436,CMA,10/5/2024 5:51,10/5/2024,Saturday,5:51:00,AM,STD,Standard,22G0,20,8'6'',8,No Ventilation,No,MT,Empty,05:51:00
TGHU1335393,CMA,10/5/2024 5:51,10/5/2024,Saturday,5:51:00,AM,STD,Standard,22G0,20,8'6'',8,No Ventilation,No,MT,Empty,05:51:00
ECMU9709442,ACAP,10/5/2024 11:11,10/5/2024,Saturday,11:11:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service,11:11:00
VOLU4420201,VOLT,10/5/2024 11:09,10/5/2024,Saturday,11:09:00,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty,11:09:00
CMAU7182426,CMA,10/5/2024 5:32,10/5/2024,Saturday,5:32:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,05:32:00
MOTU0723703,DSL,10/5/2024 12:21,10/5/2024,Saturday,12:21:00,PM,HC,High Cubed,45G0,40,9'6'',8,No Ventilation,No,MT,Empty,12:21:00
SEKU6653048,CMA,10/5/2024 5:32,10/5/2024,Saturday,5:32:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,05:32:00
EISU9457770,ACAP,10/5/2024 11:11,10/5/2024,Saturday,11:11:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service,11:11:00
HLXU1408405,HLL,10/6/2024 17:11,10/6/2024,Sunday,5:11:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service,17:11:00
TEMU2302263,HLL,10/6/2024 17:10,10/6/2024,Sunday,5:10:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service,17:10:00
UACU3841791,HLL,10/6/2024 17:12,10/6/2024,Sunday,5:12:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service,17:12:00
HLXU1017165,HLL,10/6/2024 17:10,10/6/2024,Sunday,5:10:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service,17:10:00
UACU3740224,HLL,10/6/2024 17:10,10/6/2024,Sunday,5:10:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service,17:10:00
FFAU2867483,HLL,10/6/2024 17:10,10/6/2024,Sunday,5:10:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,17:10:00
SUDU7757799,MSK,10/6/2024 15:53,10/6/2024,Sunday,3:53:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service,15:53:00
TLLU2571073,HLL,10/6/2024 17:11,10/6/2024,Sunday,5:11:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service,17:11:00
TEMU1855916,HLL,10/6/2024 17:11,10/6/2024,Sunday,5:11:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service,17:11:00
TCLU8120905,HLL,10/6/2024 17:12,10/6/2024,Sunday,5:12:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,17:12:00
SUDU6937060,MSK,10/6/2024 10:22,10/6/2024,Sunday,10:22:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service,10:22:00
BSIU3302906,HLL,10/6/2024 17:11,10/6/2024,Sunday,5:11:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service,17:11:00
CMAU4761276,CMA,10/6/2024 18:42,10/6/2024,Sunday,6:42:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty,18:42:00
FCIU6609519,HLL,10/6/2024 17:10,10/6/2024,Sunday,5:10:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service,17:10:00
BMOU2900744,HLL,10/6/2024 17:11,10/6/2024,Sunday,5:11:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service,17:11:00
TCNU3208462,MSK,10/6/2024 15:53,10/6/2024,Sunday,3:53:00,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service,15:53:00
